transaction_id,customer_id,product_id,quantity,unit_price,total_amount,date,store_type,payment_method
T01272,C0617,P005,5,213.85,1069.25,2025-11-02,In-Store,Apple Pay
T01273,C0712,P028,1,325.78,325.78,2024-08-07,Online,Debit Card
T01274,C0646,P014,4,50.91,203.64,2025-01-08,Online,Credit Card
T01275,C0411,P017,2,270.43,540.86,2025-07-17,In-Store,PayPal
T01276,C0590,P021,1,353.76,353.76,2026-05-20,Online,Debit Card
T01277,C0256,P030,5,85.88,429.4,2024-11-17,Online,Cash
T01278,C0703,P021,4,353.76,1415.04,2024-07-12,In-Store,Apple Pay
T01279,C0490,P005,2,213.85,427.7,2026-05-30,In-Store,Debit Card
T01280,C0704,P012,5,173.42,867.1,2026-02-01,In-Store,PayPal
T01281,C0204,P024,1,55.0,55.0,2024-10-25,In-Store,PayPal
T01282,C0187,P017,4,270.43,1081.72,2025-03-04,In-Store,Cash
T01283,C0230,P026,1,188.24,188.24,2025-10-08,Online,Cash
T01284,C0663,P022,5,117.81,589.05,2025-05-25,Online,Credit Card
T01285,C0998,P021,4,353.76,1415.04,2025-10-09,Online,PayPal
T01286,C0719,P020,2,431.54,863.08,2025-07-15,Online,Apple Pay
T01287,C0633,P025,4,319.66,1278.64,2024-07-01,In-Store,Debit Card
T01288,C0092,P016,3,404.53,1213.59,2024-09-18,Online,Cash
T01289,C0121,P014,1,50.91,50.91,2026-05-02,In-Store,Apple Pay
T01290,C0848,P025,4,319.66,1278.64,2024-07-12,Online,Debit Card
T01291,C0731,P002,2,141.14,282.28,2024-09-03,Online,PayPal
T01292,C0295,P019,4,415.56,1662.24,2025-09-10,In-Store,Debit Card
T01293,C0442,P009,2,114.12,228.24,2026-05-28,Online,PayPal
T01294,C0745,P028,2,325.78,651.56,2025-06-28,In-Store,Debit Card
T01295,C0419,P030,2,85.88,171.76,2025-02-11,Online,PayPal
T01296,C1000,P018,3,192.37,577.11,2025-11-04,Online,Cash
T01297,C0462,P025,2,319.66,639.32,2025-10-01,In-Store,Cash
T01298,C0701,P028,4,325.78,1303.12,2025-05-09,Online,Credit Card
T01299,C0481,P008,2,326.69,653.38,2025-06-14,In-Store,Apple Pay
T01300,C0704,P030,2,85.88,171.76,2025-07-27,In-Store,Apple Pay
T01301,C0754,P014,5,50.91,254.55,2025-06-07,In-Store,Credit Card
T01302,C0098,P028,5,325.78,1628.9,2025-07-24,Online,Credit Card
T01303,C0341,P014,2,50.91,101.82,2026-06-02,In-Store,PayPal
T01304,C0621,P004,5,446.63,2233.15,2024-09-30,Online,Credit Card
T01305,C0260,P017,5,270.43,1352.15,2025-07-16,In-Store,PayPal
T01306,C0405,P021,3,353.76,1061.28,2025-06-06,Online,Cash
T01307,C0043,P018,5,192.37,961.85,2024-12-28,Online,PayPal
T01308,C0174,P001,5,321.52,1607.6,2026-06-11,In-Store,PayPal
T01309,C0899,P001,4,321.52,1286.08,2026-01-02,Online,Credit Card
T01310,C0325,P005,5,213.85,1069.25,2024-08-22,In-Store,Debit Card
T01311,C0267,P015,1,424.51,424.51,2024-12-14,In-Store,Credit Card
T01312,C0131,P014,4,50.91,203.64,2024-10-28,In-Store,PayPal
T01313,C0949,P006,4,113.23,452.92,2024-08-22,In-Store,PayPal
T01314,C0628,P022,3,117.81,353.43,2026-01-29,In-Store,Apple Pay
T01315,C0915,P010,2,405.67,811.34,2025-07-05,In-Store,Apple Pay
T01316,C0783,P013,2,478.82,957.64,2024-07-19,In-Store,Credit Card
T01317,C0194,P005,2,213.85,427.7,2025-06-01,Online,Debit Card
T01318,C0188,P010,1,405.67,405.67,2025-09-14,In-Store,PayPal
T01319,C0168,P030,4,85.88,343.52,2026-01-16,In-Store,Credit Card
T01320,C0917,P025,4,319.66,1278.64,2025-10-19,Online,Apple Pay
T01321,C0366,P027,5,137.15,685.75,2024-12-25,In-Store,Apple Pay
T01322,C0505,P026,1,188.24,188.24,2026-04-08,Online,Credit Card
T01323,C0358,P027,1,137.15,137.15,2025-11-22,Online,PayPal
T01324,C0185,P017,2,270.43,540.86,2025-04-24,In-Store,Cash
T01325,C0913,P004,5,446.63,2233.15,2026-05-10,Online,Cash
T01326,C0995,P006,1,113.23,113.23,2025-02-09,Online,Apple Pay
T01327,C0943,P013,1,478.82,478.82,2026-06-14,Online,Apple Pay
T01328,C0694,P021,1,353.76,353.76,2026-01-11,In-Store,Credit Card
T01329,C0292,P014,1,50.91,50.91,2025-08-27,In-Store,PayPal
T01330,C0605,P030,1,85.88,85.88,2025-09-03,In-Store,Debit Card
T01331,C0030,P005,1,213.85,213.85,2026-01-06,In-Store,Apple Pay
T01332,C0465,P003,3,369.55,1108.65,2024-08-16,Online,PayPal
T01333,C0994,P021,1,353.76,353.76,2025-08-24,In-Store,PayPal
T01334,C0971,P013,5,478.82,2394.1,2026-05-10,Online,Debit Card
T01335,C0884,P017,1,270.43,270.43,2025-04-25,In-Store,PayPal
T01336,C0818,P022,1,117.81,117.81,2024-07-17,Online,Cash
T01337,C0975,P004,5,446.63,2233.15,2024-10-25,In-Store,Credit Card
T01338,C0409,P003,3,369.55,1108.65,2024-08-02,Online,Debit Card
T01339,C0989,P011,4,403.88,1615.52,2025-05-19,Online,Credit Card
T01340,C0873,P030,2,85.88,171.76,2026-01-08,Online,Apple Pay
T01341,C0799,P012,4,173.42,693.68,2026-06-05,In-Store,Debit Card
T01342,C0124,P012,3,173.42,520.26,2025-03-18,In-Store,Apple Pay
T01343,C0754,P002,3,141.14,423.42,2026-01-01,Online,PayPal
T01344,C0682,P007,1,18.14,18.14,2025-07-10,In-Store,Cash
T01345,C0205,P023,4,44.5,178.0,2025-04-13,In-Store,Apple Pay
T01346,C0488,P002,3,141.14,423.42,2025-11-27,In-Store,Credit Card
T01347,C0775,P013,4,478.82,1915.28,2026-04-03,In-Store,Cash
T01348,C0191,P020,4,431.54,1726.16,2025-11-15,In-Store,Credit Card
T01349,C0042,P023,5,44.5,222.5,2024-11-18,In-Store,Apple Pay
T01350,C0693,P024,2,55.0,110.0,2025-08-12,Online,Apple Pay
T01351,C0540,P004,5,446.63,2233.15,2026-03-01,Online,PayPal
T01352,C0480,P016,4,404.53,1618.12,2025-07-02,Online,Apple Pay
T01353,C0308,P028,2,325.78,651.56,2024-10-19,Online,PayPal
T01354,C0862,P015,2,424.51,849.02,2025-01-04,In-Store,PayPal
T01355,C0583,P025,1,319.66,319.66,2024-12-06,Online,Credit Card
T01356,C0526,P008,1,326.69,326.69,2025-12-09,In-Store,Apple Pay
T01357,C0097,P007,4,18.14,72.56,2025-07-01,In-Store,PayPal
T01358,C0261,P029,5,89.71,448.55,2025-01-22,Online,Cash
T01359,C0017,P027,1,137.15,137.15,2025-02-27,In-Store,Debit Card
T01360,C0806,P030,2,85.88,171.76,2024-10-23,In-Store,Credit Card
T01361,C0086,P024,4,55.0,220.0,2025-01-20,In-Store,PayPal
T01362,C0602,P024,4,55.0,220.0,2024-08-24,In-Store,Cash
T01363,C0828,P011,3,403.88,1211.64,2026-03-02,In-Store,Debit Card
T01364,C0217,P013,2,478.82,957.64,2026-05-02,Online,Cash
T01365,C0266,P024,1,55.0,55.0,2026-06-05,In-Store,Cash
T01366,C0019,P008,1,326.69,326.69,2024-11-06,In-Store,Credit Card
T01367,C0014,P024,2,55.0,110.0,2025-10-26,In-Store,Apple Pay
T01368,C0709,P028,4,325.78,1303.12,2025-04-30,In-Store,PayPal
T01369,C0634,P022,5,117.81,589.05,2025-06-01,In-Store,Apple Pay
T01370,C0824,P008,3,326.69,980.07,2024-12-21,Online,Debit Card
T01371,C0139,P007,1,18.14,18.14,2024-10-09,Online,Credit Card
T01372,C0836,P028,1,325.78,325.78,2025-01-27,Online,Credit Card
T01373,C0215,P002,4,141.14,564.56,2025-02-07,Online,Debit Card
T01374,C0447,P010,5,405.67,2028.35,2026-05-06,Online,Credit Card
T01375,C0309,P003,4,369.55,1478.2,2024-06-27,Online,Apple Pay
T01376,C0433,P001,1,321.52,321.52,2025-10-25,Online,Debit Card
T01377,C0925,P014,2,50.91,101.82,2025-08-19,In-Store,Apple Pay
T01378,C0483,P023,1,44.5,44.5,2024-06-16,In-Store,Cash
T01379,C0249,P012,2,173.42,346.84,2025-10-29,In-Store,Cash
T01380,C0850,P018,4,192.37,769.48,2026-03-15,Online,PayPal
T01381,C0009,P015,1,424.51,424.51,2025-10-24,In-Store,Apple Pay
T01382,C0869,P009,4,114.12,456.48,2024-10-04,In-Store,Credit Card
T01383,C0500,P021,4,353.76,1415.04,2026-01-07,In-Store,Cash
T01384,C0606,P001,5,321.52,1607.6,2025-10-14,In-Store,Debit Card
T01385,C0732,P024,1,55.0,55.0,2024-07-18,Online,Apple Pay
T01386,C0591,P024,3,55.0,165.0,2025-05-24,Online,PayPal
T01387,C0915,P013,4,478.82,1915.28,2025-04-02,In-Store,Credit Card
T01388,C0507,P006,5,113.23,566.15,2025-05-23,In-Store,Apple Pay
T01389,C0715,P007,4,18.14,72.56,2024-06-20,Online,Debit Card
T01390,C0295,P013,2,478.82,957.64,2025-05-01,In-Store,PayPal
T01391,C0449,P007,2,18.14,36.28,2025-07-31,Online,Cash
T01392,C0931,P017,3,270.43,811.29,2025-02-16,In-Store,Debit Card
T01393,C0905,P005,3,213.85,641.55,2025-03-14,In-Store,Apple Pay
T01394,C0854,P016,3,404.53,1213.59,2025-01-10,In-Store,Debit Card
T01395,C0637,P024,2,55.0,110.0,2025-05-04,In-Store,Credit Card
T01396,C0684,P012,4,173.42,693.68,2026-05-19,Online,Debit Card
T01397,C0205,P009,2,114.12,228.24,2024-10-20,In-Store,Credit Card
T01398,C0813,P004,4,446.63,1786.52,2025-04-07,In-Store,PayPal
T01399,C0241,P005,2,213.85,427.7,2026-06-05,Online,Credit Card
T01400,C0368,P030,3,85.88,257.64,2025-08-30,In-Store,Debit Card
T01401,C0179,P030,5,85.88,429.4,2026-04-13,Online,Credit Card
T01402,C0346,P007,4,18.14,72.56,2025-01-08,Online,Cash
T01403,C0233,P005,1,213.85,213.85,2025-08-10,Online,Apple Pay
T01404,C0265,P009,3,114.12,342.36,2025-03-06,In-Store,Credit Card
T01405,C0789,P008,5,326.69,1633.45,2026-06-07,In-Store,Debit Card
T01406,C0874,P004,5,446.63,2233.15,2024-07-16,Online,Credit Card
T01407,C0949,P022,4,117.81,471.24,2026-04-22,In-Store,Credit Card
T01408,C0999,P019,1,415.56,415.56,2024-12-16,Online,Cash
T01409,C0043,P021,5,353.76,1768.8,2024-09-05,Online,Debit Card
T01410,C0646,P022,1,117.81,117.81,2024-08-24,Online,PayPal
T01411,C0161,P006,3,113.23,339.69,2025-08-28,In-Store,Cash
T01412,C0511,P030,1,85.88,85.88,2025-03-02,Online,PayPal
T01413,C0343,P027,2,137.15,274.3,2026-03-08,Online,Debit Card
T01414,C0450,P020,4,431.54,1726.16,2025-08-07,Online,Debit Card
T01415,C0855,P028,4,325.78,1303.12,2026-05-16,In-Store,PayPal
T01416,C0518,P004,2,446.63,893.26,2025-12-12,Online,PayPal
T01417,C0382,P029,4,89.71,358.84,2025-04-02,In-Store,Debit Card
T01418,C0156,P003,5,369.55,1847.75,2025-08-20,In-Store,Debit Card
T01419,C0142,P004,4,446.63,1786.52,2025-09-30,In-Store,Apple Pay
T01420,C0920,P003,4,369.55,1478.2,2025-04-16,In-Store,Credit Card
T01421,C0454,P007,2,18.14,36.28,2026-04-01,Online,Cash
T01422,C0967,P027,1,137.15,137.15,2025-10-18,Online,PayPal
T01423,C0323,P024,4,55.0,220.0,2025-02-08,Online,Apple Pay
T01424,C0063,P030,4,85.88,343.52,2025-01-08,Online,Debit Card
T01425,C0925,P028,5,325.78,1628.9,2024-10-09,Online,Cash
T01426,C0997,P012,3,173.42,520.26,2025-06-16,In-Store,Apple Pay
T01427,C0908,P003,5,369.55,1847.75,2025-08-26,In-Store,PayPal
T01428,C0932,P001,3,321.52,964.56,2024-12-28,Online,PayPal
T01429,C0922,P007,5,18.14,90.7,2026-05-07,Online,Apple Pay
T01430,C0457,P010,2,405.67,811.34,2026-06-03,In-Store,PayPal
T01431,C0909,P022,4,117.81,471.24,2026-06-14,Online,PayPal
T01432,C0087,P016,1,404.53,404.53,2025-07-18,In-Store,Apple Pay
T01433,C0743,P007,2,18.14,36.28,2025-09-21,In-Store,Debit Card
T01434,C0096,P009,5,114.12,570.6,2024-11-26,In-Store,Cash
T01435,C0349,P019,2,415.56,831.12,2024-09-01,Online,Credit Card
T01436,C0912,P008,5,326.69,1633.45,2025-01-22,In-Store,Debit Card
T01437,C0853,P010,3,405.67,1217.01,2026-04-11,In-Store,Cash
T01438,C0114,P005,1,213.85,213.85,2024-11-22,In-Store,PayPal
T01439,C0643,P001,5,321.52,1607.6,2025-04-25,In-Store,Credit Card
T01440,C0049,P004,1,446.63,446.63,2025-07-18,In-Store,PayPal
T01441,C0587,P017,1,270.43,270.43,2025-09-01,In-Store,PayPal
T01442,C0242,P015,5,424.51,2122.55,2026-02-17,Online,PayPal
T01443,C0307,P021,3,353.76,1061.28,2024-09-07,Online,Apple Pay
T01444,C0533,P009,2,114.12,228.24,2025-10-16,Online,PayPal
T01445,C0529,P020,5,431.54,2157.7,2024-11-27,Online,PayPal
T01446,C0466,P022,1,117.81,117.81,2024-06-29,Online,Apple Pay
T01447,C0849,P023,4,44.5,178.0,2024-10-25,Online,Credit Card
T01448,C0064,P004,4,446.63,1786.52,2024-12-25,Online,Apple Pay
T01449,C0220,P013,4,478.82,1915.28,2026-05-28,Online,PayPal
T01450,C0694,P006,5,113.23,566.15,2026-02-24,In-Store,Cash
T01451,C0573,P013,5,478.82,2394.1,2025-07-03,In-Store,PayPal
T01452,C0599,P006,4,113.23,452.92,2025-07-21,In-Store,Apple Pay
T01453,C0706,P005,4,213.85,855.4,2025-06-07,In-Store,Debit Card
T01454,C0148,P008,5,326.69,1633.45,2024-10-09,Online,Apple Pay
T01455,C0729,P005,4,213.85,855.4,2024-08-18,Online,Cash
T01456,C0884,P001,5,321.52,1607.6,2025-06-29,Online,Debit Card
T01457,C0467,P003,4,369.55,1478.2,2025-07-08,Online,Debit Card
T01458,C0967,P023,5,44.5,222.5,2025-06-27,In-Store,Credit Card
T01459,C0617,P014,4,50.91,203.64,2026-02-02,Online,Credit Card
T01460,C0379,P025,5,319.66,1598.3,2025-09-16,In-Store,Credit Card
T01461,C0536,P006,2,113.23,226.46,2024-10-08,Online,PayPal
T01462,C0313,P030,3,85.88,257.64,2026-01-23,In-Store,PayPal
T01463,C0498,P001,1,321.52,321.52,2025-11-25,Online,Debit Card
T01464,C0803,P011,5,403.88,2019.4,2025-08-10,In-Store,Credit Card
T01465,C0960,P001,3,321.52,964.56,2024-08-19,In-Store,Debit Card
T01466,C0188,P005,4,213.85,855.4,2025-09-16,Online,Credit Card
T01467,C0561,P030,3,85.88,257.64,2024-08-23,Online,Credit Card
T01468,C0428,P011,4,403.88,1615.52,2025-01-15,In-Store,Cash
T01469,C0464,P030,3,85.88,257.64,2026-04-14,In-Store,Apple Pay
T01470,C0855,P011,5,403.88,2019.4,2025-01-11,Online,Debit Card
T01471,C0517,P013,4,478.82,1915.28,2024-06-28,In-Store,Apple Pay
T01472,C0153,P018,3,192.37,577.11,2026-02-02,Online,Cash
T01473,C0681,P019,5,415.56,2077.8,2026-04-21,In-Store,Apple Pay
T01474,C0239,P017,4,270.43,1081.72,2026-01-05,In-Store,Cash
T01475,C0047,P009,4,114.12,456.48,2024-12-17,In-Store,Credit Card
T01476,C0887,P026,2,188.24,376.48,2026-05-19,Online,Cash
T01477,C0646,P020,3,431.54,1294.62,2024-06-28,Online,Cash
T01478,C0088,P003,2,369.55,739.1,2025-11-10,Online,Cash
T01479,C0535,P020,2,431.54,863.08,2025-02-07,In-Store,Cash
T01480,C0919,P010,1,405.67,405.67,2024-10-12,Online,Cash
T01481,C0185,P026,1,188.24,188.24,2025-05-31,In-Store,Debit Card
T01482,C0252,P025,5,319.66,1598.3,2024-07-14,In-Store,Credit Card
T01483,C0827,P015,5,424.51,2122.55,2025-08-04,In-Store,Apple Pay
T01484,C0604,P010,1,405.67,405.67,2025-05-21,In-Store,Credit Card
T01485,C0349,P009,4,114.12,456.48,2025-03-12,Online,Apple Pay
T01486,C0025,P018,5,192.37,961.85,2026-03-29,In-Store,Apple Pay
T01487,C0264,P028,1,325.78,325.78,2025-12-03,Online,Credit Card
T01488,C0555,P001,2,321.52,643.04,2025-03-07,In-Store,Debit Card
T01489,C0188,P014,3,50.91,152.73,2025-04-17,Online,Debit Card
T01490,C0315,P026,4,188.24,752.96,2024-06-24,Online,Credit Card
T01491,C0630,P030,3,85.88,257.64,2025-01-03,Online,Credit Card
T01492,C0731,P022,1,117.81,117.81,2025-01-05,In-Store,Apple Pay
T01493,C0102,P011,3,403.88,1211.64,2025-12-15,Online,Apple Pay
T01494,C0915,P019,3,415.56,1246.68,2024-07-26,In-Store,Apple Pay
T01495,C0965,P030,1,85.88,85.88,2026-05-09,Online,Debit Card
T01496,C0246,P030,5,85.88,429.4,2025-03-09,Online,Apple Pay
T01497,C0521,P015,5,424.51,2122.55,2024-07-31,In-Store,Credit Card
T01498,C0276,P014,1,50.91,50.91,2026-01-06,In-Store,Apple Pay
T01499,C0567,P010,4,405.67,1622.68,2026-06-12,Online,Apple Pay
T01500,C0030,P009,4,114.12,456.48,2025-11-23,Online,Credit Card
T01501,C0276,P010,5,405.67,2028.35,2025-08-07,Online,Debit Card
T01502,C0782,P024,5,55.0,275.0,2025-03-01,Online,PayPal
T01503,C0582,P024,4,55.0,220.0,2024-11-14,In-Store,Credit Card
T01504,C0867,P018,5,192.37,961.85,2025-01-01,Online,Debit Card
T01505,C0383,P022,5,117.81,589.05,2026-05-29,Online,Debit Card
T01506,C0551,P023,4,44.5,178.0,2025-08-25,In-Store,Credit Card
T01507,C0002,P027,4,137.15,548.6,2026-05-06,In-Store,Debit Card
T01508,C0001,P002,1,141.14,141.14,2024-09-19,In-Store,PayPal
T01509,C0613,P007,3,18.14,54.42,2025-12-23,In-Store,PayPal
T01510,C0863,P029,2,89.71,179.42,2025-07-06,In-Store,Credit Card
T01511,C0166,P009,5,114.12,570.6,2025-10-01,Online,PayPal
T01512,C0092,P025,4,319.66,1278.64,2026-05-24,Online,Debit Card
T01513,C0743,P010,5,405.67,2028.35,2026-01-13,In-Store,Apple Pay
T01514,C0216,P025,5,319.66,1598.3,2025-05-08,In-Store,PayPal
T01515,C0651,P001,3,321.52,964.56,2026-05-16,In-Store,PayPal
T01516,C0252,P019,3,415.56,1246.68,2025-03-16,In-Store,Debit Card
T01517,C0471,P024,5,55.0,275.0,2025-03-17,In-Store,Credit Card
T01518,C0936,P023,2,44.5,89.0,2024-08-13,Online,Cash
T01519,C0488,P023,1,44.5,44.5,2024-09-01,Online,Debit Card
T01520,C0424,P028,5,325.78,1628.9,2026-01-29,In-Store,Apple Pay
T01521,C0552,P004,1,446.63,446.63,2025-01-17,Online,Cash
T01522,C0032,P013,4,478.82,1915.28,2025-05-17,Online,PayPal
T01523,C0996,P008,4,326.69,1306.76,2026-02-06,In-Store,Apple Pay
T01524,C0182,P005,1,213.85,213.85,2025-01-31,Online,Apple Pay
T01525,C0380,P006,2,113.23,226.46,2025-12-12,In-Store,Credit Card
T01526,C0227,P003,1,369.55,369.55,2026-01-25,In-Store,PayPal
T01527,C0197,P009,1,114.12,114.12,2024-06-25,In-Store,Debit Card
T01528,C0240,P010,4,405.67,1622.68,2025-06-06,In-Store,Credit Card
T01529,C0288,P018,4,192.37,769.48,2025-12-15,Online,Credit Card
T01530,C0201,P010,4,405.67,1622.68,2025-04-16,Online,PayPal
T01531,C0583,P007,5,18.14,90.7,2025-06-03,In-Store,Debit Card
T01532,C0566,P026,2,188.24,376.48,2025-05-06,Online,Credit Card
T01533,C0603,P012,2,173.42,346.84,2024-10-16,Online,Debit Card
T01534,C0266,P029,5,89.71,448.55,2024-11-07,Online,Cash
T01535,C0747,P029,3,89.71,269.13,2026-01-13,Online,Credit Card
T01536,C0994,P002,5,141.14,705.7,2025-05-16,In-Store,Cash
T01537,C0905,P010,4,405.67,1622.68,2025-04-20,Online,Apple Pay
T01538,C0657,P030,1,85.88,85.88,2024-06-26,In-Store,Apple Pay
T01539,C0865,P011,4,403.88,1615.52,2025-08-06,In-Store,Credit Card
T01540,C0697,P002,5,141.14,705.7,2026-03-29,In-Store,Apple Pay
T01541,C0371,P004,5,446.63,2233.15,2025-03-29,Online,Debit Card
T01542,C0049,P021,3,353.76,1061.28,2024-09-23,In-Store,Cash
T01543,C0460,P009,3,114.12,342.36,2026-03-23,Online,Apple Pay
T01544,C0200,P027,3,137.15,411.45,2024-08-16,Online,Cash
T01545,C0828,P010,1,405.67,405.67,2025-09-22,Online,Apple Pay
T01546,C0981,P013,1,478.82,478.82,2025-03-17,Online,Debit Card
T01547,C0169,P027,3,137.15,411.45,2024-06-18,In-Store,Credit Card
T01548,C0642,P020,1,431.54,431.54,2024-06-15,Online,Apple Pay
T01549,C0443,P011,1,403.88,403.88,2024-12-12,In-Store,PayPal
T01550,C0254,P001,1,321.52,321.52,2025-12-20,In-Store,Debit Card
T01551,C0982,P002,3,141.14,423.42,2026-04-07,Online,PayPal
T01552,C0533,P023,2,44.5,89.0,2026-01-18,Online,Cash
T01553,C0635,P015,4,424.51,1698.04,2025-11-27,Online,Apple Pay
T01554,C0593,P029,1,89.71,89.71,2025-07-31,Online,Credit Card
T01555,C0939,P027,1,137.15,137.15,2025-09-26,In-Store,PayPal
T01556,C0912,P012,1,173.42,173.42,2025-08-21,Online,Credit Card
T01557,C0942,P004,4,446.63,1786.52,2026-01-05,Online,PayPal
T01558,C0626,P003,4,369.55,1478.2,2025-10-14,Online,Credit Card
T01559,C0694,P028,1,325.78,325.78,2025-06-17,Online,PayPal
T01560,C0871,P024,4,55.0,220.0,2026-03-02,In-Store,Credit Card
T01561,C0633,P027,4,137.15,548.6,2026-03-28,Online,Cash
T01562,C0807,P010,5,405.67,2028.35,2024-10-18,Online,Apple Pay
T01563,C0394,P007,4,18.14,72.56,2024-12-16,In-Store,Cash
T01564,C0635,P007,1,18.14,18.14,2024-11-14,In-Store,Credit Card
T01565,C0465,P013,5,478.82,2394.1,2025-06-26,In-Store,Cash
T01566,C0198,P020,1,431.54,431.54,2026-05-26,Online,Credit Card
T01567,C0610,P004,1,446.63,446.63,2024-08-04,Online,Cash
T01568,C0130,P015,5,424.51,2122.55,2024-07-24,In-Store,PayPal
T01569,C0432,P016,4,404.53,1618.12,2025-08-15,In-Store,Debit Card
T01570,C0249,P001,2,321.52,643.04,2026-05-23,Online,Credit Card
T01571,C0131,P001,3,321.52,964.56,2025-11-24,In-Store,Cash
T01572,C0983,P016,3,404.53,1213.59,2024-09-24,In-Store,Cash
T01573,C0907,P001,5,321.52,1607.6,2026-03-12,Online,Debit Card
T01574,C0481,P007,3,18.14,54.42,2025-08-29,In-Store,PayPal
T01575,C0378,P006,1,113.23,113.23,2025-11-19,Online,Credit Card
T01576,C0244,P013,5,478.82,2394.1,2025-10-13,Online,Apple Pay
T01577,C0353,P016,2,404.53,809.06,2025-07-04,Online,Debit Card
T01578,C0805,P022,1,117.81,117.81,2025-03-19,In-Store,Debit Card
T01579,C0684,P019,4,415.56,1662.24,2024-09-23,In-Store,Cash
T01580,C0710,P020,3,431.54,1294.62,2025-09-07,In-Store,Cash
T01581,C0307,P005,4,213.85,855.4,2025-02-05,In-Store,Debit Card
T01582,C0108,P005,4,213.85,855.4,2024-09-01,Online,Apple Pay
T01583,C0225,P004,1,446.63,446.63,2024-12-20,Online,Debit Card
T01584,C0478,P027,5,137.15,685.75,2025-04-06,Online,Debit Card
T01585,C0493,P004,3,446.63,1339.89,2025-10-04,In-Store,Debit Card
T01586,C0410,P012,2,173.42,346.84,2025-02-17,Online,PayPal
T01587,C0011,P007,1,18.14,18.14,2024-09-15,In-Store,Credit Card
T01588,C0569,P002,1,141.14,141.14,2026-06-02,Online,PayPal
T01589,C0451,P020,2,431.54,863.08,2026-02-15,In-Store,Credit Card
T01590,C0999,P018,1,192.37,192.37,2025-07-20,Online,Debit Card
T01591,C0291,P014,2,50.91,101.82,2024-10-11,Online,PayPal
T01592,C0737,P007,2,18.14,36.28,2026-06-04,In-Store,Cash
T01593,C0252,P016,2,404.53,809.06,2025-05-27,Online,Credit Card
T01594,C0181,P015,3,424.51,1273.53,2025-12-11,Online,Credit Card
T01595,C0852,P005,2,213.85,427.7,2025-07-30,In-Store,Credit Card
T01596,C0347,P021,2,353.76,707.52,2025-03-12,In-Store,Apple Pay
T01597,C0246,P010,3,405.67,1217.01,2026-02-22,In-Store,Debit Card
T01598,C0964,P009,5,114.12,570.6,2025-01-20,In-Store,Credit Card
T01599,C0122,P008,2,326.69,653.38,2024-10-18,Online,Debit Card
T01600,C0197,P019,5,415.56,2077.8,2025-12-26,In-Store,PayPal
T01601,C0326,P018,5,192.37,961.85,2025-06-06,In-Store,Debit Card
T01602,C0944,P028,1,325.78,325.78,2024-11-18,Online,Cash
T01603,C0302,P017,2,270.43,540.86,2024-08-25,In-Store,Debit Card
T01604,C0055,P005,3,213.85,641.55,2025-07-10,Online,Cash
T01605,C0992,P030,5,85.88,429.4,2025-01-04,In-Store,Debit Card
T01606,C0745,P023,1,44.5,44.5,2024-08-05,In-Store,Cash
T01607,C0067,P018,2,192.37,384.74,2025-09-23,In-Store,Cash
T01608,C0384,P010,4,405.67,1622.68,2026-03-05,In-Store,Debit Card
T01609,C0330,P006,3,113.23,339.69,2025-09-14,In-Store,Apple Pay
T01610,C0486,P016,3,404.53,1213.59,2024-09-06,In-Store,Cash
T01611,C0666,P029,1,89.71,89.71,2025-11-14,Online,Debit Card
T01612,C0917,P001,2,321.52,643.04,2025-09-15,In-Store,Debit Card
T01613,C0406,P027,2,137.15,274.3,2026-06-09,In-Store,Apple Pay
T01614,C0911,P002,4,141.14,564.56,2025-12-26,Online,PayPal
T01615,C0261,P003,5,369.55,1847.75,2025-01-18,Online,Debit Card
T01616,C0770,P017,1,270.43,270.43,2026-03-06,In-Store,Apple Pay
T01617,C0532,P019,3,415.56,1246.68,2025-09-28,Online,Cash
T01618,C0043,P018,4,192.37,769.48,2025-01-20,In-Store,Apple Pay
T01619,C0462,P007,4,18.14,72.56,2024-06-17,In-Store,Apple Pay
T01620,C0377,P026,4,188.24,752.96,2026-02-14,In-Store,PayPal
